date,time,zipcode_id,alimentos,restaurantes,hoteles,ocio,health_goods,aerolineas,servicios,bienes,gasolina,total
20250510,15,4260,2908.5,,,,,,,2908.5,,2908.5
20250525,13,4260,6385.62,,,,,,,6385.62,,6385.62
20250529,9,6090,1754.4,,,,1251.1,,,3017.85,,3017.85
20250522,21,15620,7806.5,,,,,,,7806.5,,7806.5
20250518,7,16010,2364.5,,,,,,,2364.5,,2364.5
20250529,8,11590,25482.78,3502.63,,,6900.89,,16118984.18,36753.15,,16155737.33
20250525,15,15620,5505.5,,,,,,574.0,5505.5,,6079.5
20250602,0,14240,6375.0,7582.55,3980.0,,4573.88,,12162.55,54346.93,,66509.48
20250610,11,4918,3878.5,,,,22047.48,,685.0,25925.98,,26610.98
20250527,14,11840,737.2,,,,,,,737.2,,737.2
20250612,14,2300,7859.7,857.0,,,,,130833.5,142682.5,,273615.9
20250511,9,6250,20.0,,,,,,,2012.3,,2012.3
20250607,3,3103,306.0,,,,669.5,,,975.5,,975.5
20250513,21,6080,2187.3,,,,2768.5,,354520.0,4955.8,,359475.8
20250513,7,5109,1032.0,650.0,,,3613.0,,9062.0,17667.07,,26729.07
20250613,10,1050,561.0,,,,,,37143.43,55059.62,,92203.05
20250530,4,1296,99.5,,,,,,,99.5,,99.5
20250525,6,15530,1072.47,,,,1885.52,,803.0,67150.86,,67953.86
20250530,6,9960,108.0,,,,,,,108.0,,108.0
20250514,13,3103,48604.8,,,,,,,48604.8,,48604.8
20250605,7,8200,2012.18,1861.77,,,4491.82,,4774.0,8365.77,,13139.77
20250530,12,1296,1018.85,,,,,,,1018.85,,1018.85
20250603,12,8200,4465.49,610.75,,,7453.52,,5762.0,12529.76,,18291.76
20250502,10,9960,255.0,,,,,,,255.0,,255.0
20250518,11,4040,8776.93,11588.15,,,19742.58,,11588.15,43430.6,,55018.75
20250610,0,1630,939.0,,,,,,,34297.95,,34297.95
20250516,19,4369,14620.27,,,,10698.54,,,25318.81,,25318.81
20250514,17,3330,17155.6,11198.0,,17280.3,,,28478.3,277349.89,,310716.86
20250513,12,5109,,596.0,,,37938.0,,15852.0,296827.62,,312679.62
20250613,8,3560,738.0,,,,,,,738.0,,738.0
20250607,7,1240,,,,,817.5,,,817.5,,817.5
20250504,2,4260,11907.77,,,,,,8329.99,11907.77,,20237.76
20250512,9,1050,318.0,,,,,,16776.12,9418.1,,26194.22
20250525,3,9860,115.5,587.0,,,651.06,,,1353.56,,1353.56
20250520,9,7290,1215.7,,,,,,,1215.7,,1215.7
20250523,8,9720,1413.0,,,,,,,2253.5,,2253.5
20250513,0,7000,2744.5,44386.4,3870.0,,,,65877.4,166232.94,2000.0,232110.34
20250611,11,3560,468.0,,,,17095.26,,,17563.26,,17563.26
20250607,13,9500,47976.79,,,,,,,60541.9,,60541.9
20250606,14,2300,10824.43,2649.0,,,,,,134807.6,,136519.2
20250607,20,14091,1421.0,,,,,,,1421.0,,1421.0
20250505,0,4200,4526.5,155254.44,,,1148.81,,452187.97,332093.99,66569.49,784281.96
20250502,8,14308,,,,,,,599.0,9075.3,,9674.3
20250601,12,1759,3224.4,,,,54981.0,,,58205.4,,58205.4
20250528,2,11550,4997.0,205.0,,968.0,3253.21,,4323.18,11160.91,,15484.09
20250515,6,8100,2079.4,,,,951.0,,2844.0,66364.77,,69208.77
20250604,12,9430,4220.79,,,,1005.51,,,5226.3,,5226.3
20250520,4,7760,3180.19,420.0,,,729.49,,2247.0,22504.48,,24751.48
20250522,0,4519,31131.41,6531.0,,,,,70395.0,61951.41,,132346.41
20250513,0,7480,,7033.0,,,131.0,,22456.96,1024.71,,23481.67
20250609,12,9960,1685.0,,,,,,,1685.0,,1685.0
20250522,19,9020,159892.74,2650.15,,,26037.5,,18174.63,753791.12,,783948.98
20250522,11,16600,242.5,,,,,,,242.5,,242.5
20250511,11,11529,2501.4,,,17103.0,,,792652.92,1229046.19,,2021699.11
20250603,20,9720,2573.25,,,,,,,3497.25,,3497.25
20250529,5,6720,746.0,236.5,,,3655.15,,12192.0,5741.3,,17933.3
20250608,14,1296,3350.81,,,,,,,3350.81,,3350.81
20250602,23,9430,1469.8,,,,,,,1469.8,,1469.8
20250506,8,10130,404.5,,,,,,,404.5,,404.5
20250508,13,1296,1909.51,,,,,,,1909.51,,1909.51
20250604,19,1900,33486.39,1127.0,,,26584.0,,197234.6,672458.0,,869692.6
20250510,16,6000,9487.3,3659.5,,,9427.87,,54362.72,161186.95,,221878.06
20250525,23,9820,10522.0,,,,,,,10522.0,,10522.0
20250526,16,4369,9968.23,,,,1196.7,,,11164.93,,11164.93
20250521,16,2340,,,,,,,5838.83,54267.6,,60106.43
20250524,15,4369,9366.38,,,,8872.53,,,18238.91,,18238.91
20250605,7,14091,1674.0,,,,,,,1674.0,,1674.0
20250609,14,4040,4898.5,8424.86,,,,,8424.86,43088.73,,51513.59
20250503,13,6080,4483.4,,,,5887.5,,154502.33,46546.9,,201049.23
20250603,22,9020,100491.84,19624.1,,,12700.5,,19624.1,171083.98,,190708.08
20250523,0,1790,93.0,22101.5,,,,,83413.5,3746.5,,87160.0
20250603,18,1240,,,,,12789.0,,,12789.0,,12789.0
20250611,15,10130,594.0,,,,,,,594.0,,594.0
20250508,10,15530,10645.15,2139.9,,,3736.79,,8976.9,41567.56,,50544.46
20250527,21,13100,506.5,,,,3415.12,,,3921.62,,3921.62
20250608,10,7290,331.08,,,,,,,331.08,,331.08
20250531,11,7300,31583.81,12814.9,,859.0,50339.68,,48015.84,94803.97,,146708.17
20250530,17,2100,,3938.63,,,,,21095.77,3762.0,,26862.62
20250606,1,15500,553.5,,,,,,,553.5,,553.5
20250507,23,9960,460.0,,,,,,,460.0,,460.0
20250519,1,2300,85.0,1976.0,,,,,1976.0,190361.46,,192337.46
20250609,22,3200,13380.0,,,,,,194019.13,13380.0,,207399.13
20250520,10,2300,4376.32,101.0,,,,,,140810.79,,140810.79
20250529,8,3560,1017.0,,,,,,,1017.0,,1017.0
20250528,1,14091,55.0,,,,,,,55.0,,55.0
20250603,0,7280,134.0,,,,60033.0,,31915.18,184782.63,,216697.81
20250531,15,16600,1112.0,,,,,,,1112.0,,1112.0
20250517,8,16600,687.0,,,,,,,687.0,,687.0
20250613,14,4369,3765.22,,,,3161.55,,,6926.77,,6926.77
20250511,12,14308,,,,,,,,3078.85,,3078.85
20250516,17,1408,1255.5,,,,1512.5,,,2768.0,,2768.0
20250512,10,6030,5346.3,6979.4,,,806.34,,7679.4,6152.64,,13832.04
20250514,0,4510,29644.55,95460.17,,,,,102449.67,65949.67,,168399.34
20250515,2,3200,,,,,,,2723.74,,,2723.74
20250524,18,3560,5040.6,,,,,,,5040.6,,5040.6
20250512,22,8100,30944.1,,,,,,,49338.6,,49338.6
20250603,16,2100,,17743.05,,,,,36166.05,799.0,,40123.01
20250603,3,6350,367.98,768.0,,3500.0,,,7267.0,16919.48,,24186.48
20250608,0,13300,7025.75,37436.5,,,3858.0,,49456.76,58608.35,,108065.11
20250523,2,9430,55.0,,,,,,,55.0,,55.0
20250520,0,9890,18713.52,112566.95,,,,,166912.29,192339.62,,359251.91
20250522,12,9500,28053.41,,,,175.01,,936.0,40133.85,,41069.85
20250610,10,15530,13155.93,1302.0,,,22772.07,,2073.0,66810.08,,68883.08
20250511,9,14091,422.0,,,,,,,422.0,,422.0
20250515,16,9430,3723.66,,,,,,,3723.66,,3723.66
20250528,16,1759,1877.5,,,,19729.0,,,21606.5,,21606.5
20250513,15,9500,42966.61,,,,,,,42966.61,,42966.61
20250609,1,11550,3711.02,,,,1911.0,,18968.84,7638.22,,26607.06
20250508,0,4470,3710.5,7008.0,4720.0,,22644.15,,120392.19,82435.54,,204156.73
20250529,15,3400,11751.92,,,,6482.5,,,18234.42,,18234.42
20250506,11,16600,546.0,,,,,,,546.0,,546.0
20250503,4,14308,,,,,,,,8489.95,,8489.95
20250515,14,1408,1351.1,,,,6610.5,,,7961.6,,7961.6
20250530,7,9500,2305.44,,,,802.8,,674.0,18047.06,,18721.06
20250503,21,1240,,,,,5256.0,,,5256.0,,5256.0
20250608,19,1759,3679.5,,,,12625.5,,,16305.0,,16305.0
20250608,0,16600,22839.5,516.0,,,968.5,,2412.0,33899.0,,36649.0
20250507,17,3103,32589.78,,,,,,,32589.78,,32589.78
20250601,18,11320,85257.17,,,,8655.54,,80447.33,310425.42,,390872.75
20250518,11,5109,846.37,709.0,,,43748.5,,4231.0,319514.44,,323745.44
20250516,0,5349,388.0,14901.49,,,,,44491.04,6148.0,,50639.04
20250505,17,3560,2597.9,,,,,,,2597.9,,2597.9
20250601,3,5109,1255.98,937.0,,,,,6855.0,22690.36,,29545.36
20250607,22,4040,1492.51,2494.45,,,9888.0,,2494.45,13420.31,,15914.76
20250613,9,1759,4631.98,,,,8741.0,,,13372.98,,13372.98
20250512,4,2130,95.0,,,,,,,564.0,,564.0
20250525,11,9430,3870.05,,,,241.1,,,4111.15,,4111.15
20250530,11,11800,19493.59,,,,2077.24,,24652.0,38379.41,,63031.41
20250609,21,6080,4173.46,,,,,,145547.0,4173.46,,149720.46
20250606,10,1210,92388.35,11967.7,,48250.0,792.81,,96897.0,177151.59,,274048.59
20250527,8,3200,9675.67,,,,3375.0,,903684.82,13050.67,,916735.49
20250606,2,2130,,,,,,,,2188.0,,2188.0
20250602,20,9720,5534.06,,,,,,,6474.06,,6474.06
20250602,12,3400,17660.96,124.0,,,10848.5,,,28633.46,,28633.46
20250601,13,11320,74699.34,,,,9757.09,,933538.61,256319.13,,1189857.74
20250515,14,4910,909.47,,,,,,,909.47,,909.47
20250601,0,7730,8156.0,121401.5,,,2941.0,,149866.5,125703.42,,275569.92
20250502,18,13100,935.27,,,,2011.03,,,2946.3,,2946.3
20250511,7,2300,2955.0,4701.0,,,,,4701.0,36212.6,,40913.6
20250511,23,3103,5243.7,,,,,,,5243.7,,5243.7
20250601,4,14308,,,,,,,1497.0,19173.4,,20670.4
20250609,12,9360,9561.14,1364.99,,,,,,21840.34,,21840.34
20250609,7,16600,267.0,,,,,,,267.0,,267.0
20250606,18,13100,1204.0,,,,2633.13,,,3837.13,,3837.13
20250522,10,6250,100.0,,,,,,,2154.1,,2154.1
20250529,18,11320,73677.36,,,,10245.0,,549301.8,361596.19,,910897.99
20250515,11,9430,6018.0,,,,397.01,,,6415.01,,6415.01
20250606,0,13100,465.0,,,,1114.0,,,27114.04,,155434.04
20250504,11,9020,126424.6,12626.32,,,11302.0,,40924.92,560226.4,,605299.92
20250515,9,11800,12914.62,252.0,,,5175.08,,25885.0,29409.49,,55294.49
20250605,7,3103,10204.01,,,,898.76,,,11102.77,,11102.77
20250504,2,15500,320.0,,,,805.51,,,1125.51,,1125.51
20250518,19,9820,110747.86,,,,,,,113387.11,,113387.11
20250513,13,8100,42636.11,,,,,,10566.01,77489.28,,88055.29
20250529,8,7760,18031.63,1371.0,,,801.82,,5443.0,58281.36,,63724.36
20250611,3,9360,4835.0,449.0,,,,,,7662.6,,7662.6
20250521,17,1240,,,,,5002.5,,,5002.5,,5002.5
20250511,22,15500,9065.51,,,,,,,45675.01,,45675.01
20250612,8,3200,15934.93,,,,2729.0,,534613.76,18663.93,,553277.69
20250520,5,2130,,,,,,,,275.0,,275.0
20250511,15,9040,1893.0,,,,110.51,,10197.7,45269.54,,55467.24
20250522,16,1240,,,,,5230.5,,,5230.5,,5230.5
20250513,14,11550,12219.4,,,,,,72733.6,12219.4,,84953.0
20250603,7,16600,82.0,,,,,,,82.0,,82.0
20250531,2,6720,1257.4,4468.0,,,4834.39,,35432.0,12032.63,,47464.63
20250530,4,9860,,774.5,,,590.13,,,1364.63,,1364.63
20250611,14,4040,3116.5,4514.6,,,23755.5,,4514.6,34571.6,,39086.2
20250512,0,1400,4291.0,38367.4,,,11751.9,,39157.4,16456.9,,55614.3
20250512,11,3103,42591.82,,,,441.0,,,43032.82,,43032.82
20250531,15,9500,39478.33,,,,,,,39478.33,,39478.33
20250517,6,2300,6079.0,2189.0,,,,,2189.0,158102.6,,160291.6
20250607,12,8200,5702.24,3490.08,,,1764.54,,4012.0,10956.86,,14968.86
20250608,9,1240,,,,,4552.0,,,4552.0,,4552.0
20250503,15,14091,1384.5,,,,,,,1384.5,,1384.5
20250531,7,14308,,,,,,,,6945.0,,6945.0
20250530,9,4910,811.6,126.0,,,,,,937.6,,937.6
20250518,0,6890,233.0,,19175.0,,,,36316.0,84220.21,,120536.21
20250510,9,1759,2140.72,58.0,,,8697.0,,,10895.72,,10895.72
20250612,2,3103,657.5,,,,237.0,,,894.5,,894.5
20250508,6,11560,21720.51,422.0,,,1786.72,,11472.71,9665925.46,,9677398.17
20250608,14,14091,987.5,,,,,,,987.5,,987.5
20250520,14,3400,12487.5,,,,7229.5,,,19717.0,,19717.0
20250610,1,4369,904.0,,,,40.0,,,944.0,,944.0
20250502,21,14091,937.5,,,,,,,937.5,,937.5
20250606,17,15500,7727.71,,,,,,,17715.1,,17715.1
20250505,20,11320,86890.81,,,,10465.18,,11086.42,318966.08,,330052.5
20250514,8,13100,424.0,,,,1397.43,,,1821.43,,1821.43
20250513,11,9500,28651.34,,,,883.51,,276.0,40965.24,,41241.24
20250608,10,14091,489.5,,,,,,,489.5,,489.5
20250607,8,5109,2951.99,1759.8,,,8314.0,,2915.8,35096.39,,38012.19
20250604,9,11550,8071.7,,,466.0,4959.73,,77099.2,13744.73,,90843.93
20250508,12,2100,763.5,4640.1,,,905.7,,18398.33,37260.21,,58482.88
20250510,0,6270,161.0,20366.0,5747.0,,,,30173.0,26639.78,,56812.78
20250519,0,11529,19912.47,211033.94,,26179.0,,,474421.5,420896.89,,895318.39
20250609,22,14091,1206.0,,,,,,,1206.0,,1206.0
20250506,2,2300,149.5,765.0,,,,,631.0,132448.48,,133079.48
20250519,12,7800,7473.81,,,,32705.76,,120.0,40179.57,,40299.57
20250524,1,11560,23053.99,,,,3230.54,,8336.62,6030973.01,,6039309.63
20250512,17,13100,1224.0,,,,4147.28,,,5371.28,,5371.28
20250521,20,6000,7181.5,3918.0,,,8923.34,,4868.32,101168.17,,106136.39
20250502,9,11800,13428.65,283.0,,,3313.55,,39475.0,54029.85,,93504.85
20250527,17,2340,,,,,,,6387.91,14091.43,,20479.34
20250507,6,3103,1841.2,,,,363.0,,,2204.2,,2204.2
20250512,1,2300,,1460.0,,,,,1460.0,162518.35,,163978.35
20250525,19,1296,1410.0,,,,,,,1410.0,,1410.0
20250513,10,16600,50.0,21.0,,,,,,71.0,,71.0
20250608,11,7760,48526.13,9604.0,,,624.81,,61851.0,412580.97,,475613.77
20250505,11,16600,1758.0,,,,,,,1758.0,,1758.0
20250525,20,6250,725.3,,,,,,,12184.0,,12184.0
20250602,16,6080,3888.9,,,,12376.0,,114639.0,16264.9,,130903.9
20250511,8,6250,72.0,,,,,,,396.25,,396.25
20250611,7,9720,146.5,,,,,,,146.5,,146.5
20250512,23,8100,7049.4,,,,,,,7049.4,,7049.4
20250504,21,11550,7316.4,,,,,,23892.02,7316.4,,31208.42
20250519,19,9720,6434.1,,,,,,,17313.4,,17313.4
20250509,6,4369,9073.1,,,,,,2965.0,9073.1,,12038.1
20250502,18,6080,4616.3,,,,3469.0,,170545.0,8085.3,,178630.3
20250519,11,9720,3968.0,,,,,,,12061.13,,12061.13
20250505,13,9430,6157.31,,,,,,,6157.31,,6157.31
20250609,18,9430,4586.5,,,,,,,4586.5,,4586.5
20250602,8,9360,13321.86,98.0,,,,,,14113.06,,14113.06
20250603,10,1240,,,,,1619.0,,,1619.0,,1619.0
20250608,3,7800,,4867.35,,,1606.06,,,6473.41,,6473.41
20250525,0,6270,,21921.0,15203.0,,,,37124.0,74026.11,,114120.11
20250603,21,9500,38434.98,,,,,,,38434.98,,38434.98
20250529,7,4369,1892.1,,,,2010.21,,16008.0,3902.31,,19910.31
20250612,14,1759,3087.91,,,,16261.0,,,19348.91,,19348.91
20250603,21,3103,36695.98,,,,,,,36695.98,,36695.98
20250516,0,7510,6746.0,26064.2,2295.0,,115130.18,,53574.9,274084.6,,361448.5
20250602,14,9500,88805.31,,,,,,,88805.31,,88805.31
20250503,17,15500,14922.35,,,,,,,28200.45,,28200.45
20250512,3,9860,,552.0,,,63.0,,,615.0,,615.0
20250602,13,6080,3667.5,,,,5349.0,,103407.0,9016.5,,112423.5
20250518,19,16600,1712.5,,,,,,,1712.5,,1712.5
20250525,0,9640,784.0,110981.96,,4370.0,10389.0,,124682.96,122255.91,,249436.0
20250510,12,1210,102297.08,10059.29,,159797.0,1259.71,,274456.15,310875.95,,587554.7
20250605,3,5109,3314.98,752.0,,,,,1201.0,13320.18,,14521.18
20250502,0,2990,,31322.75,,,,,53822.75,22466.01,,76288.76
20250509,0,14340,6778.2,213679.69,,,,,219885.94,141776.59,,361662.53
20250519,8,1240,,,,,1274.5,,,1274.5,,1274.5
20250609,8,10900,,233.0,,,,,,3408.05,,3408.05
20250506,0,2310,10591.7,,,,,,,12391.7,,12391.7
20250511,11,7760,66281.03,18144.1,,,938.31,,48454.24,600591.8,,650664.04
20250505,8,6350,2710.0,1157.0,12846.45,715.0,,,16564.45,15483.19,,32047.64
20250522,21,14091,1113.5,,,,,,,1113.5,,1113.5
20250515,15,1330,1745.51,,,,,,,1745.51,,1745.51
20250527,13,1296,3164.4,,,,,,,3164.4,,3164.4
20250509,0,1400,667.0,7592.0,,,19815.42,,15123.01,50851.52,,76504.67
20250525,2,4300,996.0,9491.28,,,212.01,,,10699.29,,10699.29
20250518,3,5109,3315.78,1088.0,,,,,11042.0,25980.38,,37022.38
20250518,18,13100,1368.5,,,,9200.8,,,10569.3,,10569.3
20250525,3,3200,217.0,,,,,,593.73,217.0,,810.73
20250529,21,1759,1107.0,,,,11004.5,,,12111.5,,12111.5
20250602,11,6030,7527.92,30642.98,,,1711.47,,32042.98,9239.39,,41282.37
20250512,9,8100,40488.56,,,,2363.02,,660.0,149000.29,,149660.29
20250607,12,7800,4899.9,,,,62769.55,,,82987.59,,82987.59
20250513,16,9040,3778.14,,3564.63,,840.11,,15336.63,37115.92,,52452.55
20250518,19,9720,4375.82,,,,,,,10023.92,,10023.92
20250524,2,11550,5781.5,,,,5818.92,,7425.78,15863.15,,23288.93
20250511,16,9720,9073.25,,,,,,,24747.2,,24747.2
20250605,6,11560,24246.99,169.0,3418.99,,3282.04,,44768.0,9339081.68,,9383849.68
20250524,2,7760,2990.26,522.0,,,679.0,,3974.0,18151.79,,22125.79
20250507,9,7300,40737.32,4723.0,,957.5,42361.69,,57456.49,88124.01,,145580.5
20250527,15,1900,38956.41,2241.1,,,31618.5,,137524.05,524441.28,,661965.33
20250601,20,2340,,,,,,,5863.76,75748.85,,81612.61
20250603,7,14091,534.0,,,,,,,534.0,,534.0
20250605,7,3560,393.48,,,,,,,393.48,,393.48
20250606,10,9020,53555.12,7884.74,,,8088.0,,27771.44,158851.21,,187197.47
20250603,23,2100,,6189.4,,,,,6189.4,,,6189.4
20250523,12,8200,4646.37,3747.78,,,3077.98,,569.0,11472.13,,12041.13
20250513,9,7290,1177.1,,,,,,,1177.1,,1177.1
20250605,2,2130,,,,,,,,180.0,,180.0
20250520,0,12000,27299.0,1025.0,,,33368.46,,5190.0,173242.26,719.7,189696.26
20250506,22,8100,17939.36,,,,,,,17939.36,,17939.36
20250502,17,2340,,,,,,,23582.79,53441.77,,77024.56
20250613,2,7760,1017.99,66.0,,,680.53,,912.0,20447.46,,21359.46
20250612,9,1408,3165.0,,,,3652.0,,,6817.0,,6817.0
20250502,8,10130,272.5,,,,,,,272.5,,272.5
20250512,2,9820,4463.44,,,,697.51,,,47908.85,,47908.85
20250530,23,14091,669.5,,,,,,,669.5,,669.5
20250515,15,10130,310.5,,,,,,,310.5,,310.5
20250519,11,1050,558.99,,,,,,,6431.49,,6431.49
20250514,0,9100,59663.12,12949.67,5190.0,,108770.34,,104473.38,618362.16,280167.4,740252.63
20250606,17,8100,59961.54,,,,,,36402.0,81757.68,,118159.68
20250504,18,9500,64053.32,,,,,,,79297.96,,79297.96
20250527,9,7800,5233.92,,,,26112.59,,,36731.56,,36731.56
20250523,0,16070,4314.15,4135.0,,,450.0,,4707.0,175676.65,,180383.65
20250522,11,1759,655.0,1965.0,,,17273.0,,,19893.0,,19893.0
20250502,16,3103,58004.12,,,,,,,58004.12,,58004.12
20250531,14,6080,6835.93,,,,10491.5,,304254.0,22334.43,,326588.43
20250504,0,16070,17118.0,24318.1,,,85.0,,9876.0,250591.0,,260467.0
20250514,3,11550,4593.0,85.0,,258.0,3700.8,,15713.0,12271.33,,27984.33
20250523,0,2650,,15116.0,,,,,15116.0,27519.96,,42635.96
20250524,21,2100,,3251.76,,,,,3251.76,12222.01,,18700.07
20250602,1,3330,7854.45,1036.0,,560.0,,,3549.01,47417.15,,50966.16
20250509,0,9310,14426.61,51698.5,13420.0,,7276.28,,108650.85,472260.45,,619024.3
20250507,12,2300,4990.33,5653.0,,,,,,246781.21,,246781.21
20250602,17,3560,1094.4,,,,,,,1094.4,,1094.4
20250526,7,4369,1959.56,,,,155.4,,,2114.96,,2114.96
20250524,8,7760,21021.16,1499.0,,,2283.5,,9296.0,94947.22,,104243.22
20250524,18,3400,20749.54,,,,17635.5,,,38385.04,,38385.04
20250507,0,1790,9123.5,22482.75,,,347.0,,17482.75,17986.1,,35468.85
20250506,3,9360,7037.5,575.0,,,,,,13263.81,,13263.81
20250528,15,2300,4618.43,,,,,,,119752.73,,120927.73
20250517,11,1296,916.35,,,,,,,916.35,,916.35
20250602,8,3400,5925.0,535.5,,,3669.5,,,10130.0,,10130.0
20250524,1,3200,752.0,,,,,,55320.26,752.0,,56072.26
20250610,6,16600,148.0,,,,,,,148.0,,148.0
20250502,9,14091,1494.0,,,,,,,1494.0,,1494.0
20250522,17,4910,557.5,,,,,,,557.5,,557.5
20250528,22,1759,2005.9,,,,9948.0,,,11953.9,,11953.9
20250526,2,5109,2658.98,1455.0,,,,,6850.0,12188.21,,19038.21
20250510,20,13100,1910.5,,,,5791.95,,,7702.45,,7702.45
20250503,7,9960,358.67,,,,,,,358.67,,358.67
20250527,10,11550,12603.5,,,1330.0,6072.99,,99445.99,20343.98,,119789.97
20250612,15,9960,495.0,,,,,,,495.0,,495.0
20250509,7,4369,3352.61,,,,180.4,,3326.0,3533.01,,6859.01
20250613,22,2300,1978.7,2649.0,,,,,,63212.7,,63212.7
20250604,21,9430,8764.46,,,,,,,8764.46,,8764.46
20250531,8,3330,21246.66,1924.0,,940.0,,,6413.01,71571.69,,77984.7
20250526,9,1408,3734.0,,,,2639.5,,,6373.5,,6373.5
20250521,22,1759,1224.0,,,,4400.5,,,5624.5,,5624.5
20250608,1,6030,1377.5,968.0,,,158.5,,10982.0,1536.0,,12518.0
20250523,16,9430,7559.79,,,,,,,7559.79,,7559.79
20250509,21,9500,31810.61,,,,,,,31810.61,,31810.61
20250531,9,1210,60458.29,11204.14,,101718.0,1647.32,,225123.37,113255.74,,338379.11
20250513,18,8100,71340.31,,,,,,4899.9,111387.77,,116287.67
20250515,1,6030,762.0,666.0,,,260.19,,121450.0,1022.19,,122472.19
20250504,10,4910,1937.7,177.0,,,460.5,,,2575.2,,2575.2
20250514,18,9500,81882.05,,,,,,,81882.05,,81882.05
20250516,15,10130,1895.48,,,,,,,1895.48,,1895.48
20250508,12,14091,757.0,,,,,,,757.0,,757.0
20250528,0,1729,205.0,30484.0,,,,,37945.0,15810.99,,53755.99
20250601,0,7000,963.0,44808.25,7120.0,,,,58706.25,152126.0,3784.87,210832.25
20250520,7,1296,588.0,,,,,,,588.0,,588.0
20250603,21,7300,40080.25,22349.85,,,31741.79,,22701.85,89382.79,,112084.64
20250519,7,7460,1036.44,2337.0,,,,,2893.99,35743.87,,38637.86
20250528,14,9720,805.5,,,,,,,805.5,,805.5
20250531,14,1240,,,,,2027.0,,,2027.0,,2027.0
20250529,22,6080,4278.4,,,,1388.0,,214317.0,5666.4,,219983.4
20250529,16,9430,5810.97,,,,,,,5810.97,,5810.97
20250529,0,4950,,6385.8,,,280.0,,45452.02,60664.3,59547.3,106116.32
20250527,23,3400,6778.6,,,,69.0,,,6847.6,,6847.6
20250506,0,14739,,,,,4448.25,,,4803.25,,4803.25
20250605,6,11550,8693.44,,,4847.0,8812.54,,22912.8,20256.91,,43169.71
20250502,2,5109,594.98,1068.0,,,,,4030.0,25622.98,,29652.98
20250510,18,2300,6079.2,1691.0,,,,,,277367.12,,286105.88
20250608,7,3400,5815.26,5291.45,,,1798.5,,,14508.46,,14508.46
20250513,17,1408,1894.6,,,,3499.0,,,5393.6,,5393.6
20250529,14,9720,1401.8,,,,,,,11043.1,,11043.1
20250504,4,5109,538.97,1021.0,,,,,2947.0,17300.07,,20247.07
20250517,10,9500,27052.34,,,,298.01,,1967.0,49772.07,,51739.07
20250509,12,13100,102.0,,,,612.79,,,714.79,,714.79
20250606,0,7000,1205.0,46215.9,13772.8,,,,73017.75,181988.15,5676.66,255005.9
20250605,0,4950,,15918.3,,,,,59807.85,61248.96,48285.18,121056.81
20250507,8,1296,1355.2,,,,,,,1355.2,,1355.2
20250611,18,1900,37136.21,734.0,,,25949.0,,187325.65,420519.21,,607844.86
20250523,4,11560,14235.52,118.0,,,1916.43,,7627.87,1811994.69,,1819622.56
20250521,23,8100,2016.45,,,,,,,2016.45,,2016.45
20250524,12,8100,51950.38,,,,2358.84,,7624.0,108927.41,,116551.41
20250608,11,6030,10460.2,9564.66,,,3473.01,,79302.66,13933.21,,93235.87
20250528,18,8100,81406.89,,,,,,27190.0,89534.88,,116724.88
20250524,12,6080,3542.5,,,,4811.32,,306417.0,29681.81,,336098.81
20250502,19,9020,373725.77,,,,24501.0,,36911.0,1467121.45,,1530092.61
20250609,2,8100,1139.2,,,,897.01,,,54197.59,,54197.59
20250522,4,5109,422.0,671.0,,,,,671.0,13264.66,,13935.66
20250507,17,4040,1629.0,3936.85,,,16419.0,,3936.85,33341.34,,37278.19
20250608,12,1296,2379.06,,,,,,,2379.06,,2379.06
20250527,10,1759,2913.5,328.02,,,16816.5,,,20058.02,,20058.02
20250527,21,2300,3024.3,2922.0,,,,,,65030.85,,65030.85
20250528,8,2100,2586.0,1897.5,,,2701.72,,1897.5,54743.26,,57703.38
20250509,12,6040,4102.62,,,,1924.04,,,6026.66,,6026.66
20250523,13,11320,50904.6,,,,10294.34,,1626073.1,212193.05,,1838266.15
20250513,0,3570,2094.54,66977.55,8520.0,,,,18548.0,96747.24,,115295.24
20250611,1,6040,438.0,,,,3308.74,,,3746.74,,3746.74
20250603,8,1050,475.0,,,,,,,6784.0,,6784.0
20250517,15,4918,388.0,,,,23521.61,,,23909.61,,23909.61
20250518,5,5109,3191.96,1423.0,,,,,3469.0,24288.26,,27757.26
20250510,10,3103,20872.17,,,,564.5,,,21436.67,,21436.67
20250503,21,9720,3352.54,,,,,,,6338.24,,6338.24
20250609,1,15500,544.5,,,,113.0,,,657.5,,657.5
20250609,22,11550,5094.5,,,,,,10151.37,5094.5,,15245.87
20250516,21,3400,28595.08,,,,12853.5,,,41448.58,,41448.58
20250604,12,13100,377.0,,,,3615.51,,,3992.51,,3992.51
20250601,18,9720,1174.94,,,,,,,3477.94,,3477.94
20250611,20,9020,218163.45,7216.11,,,14704.0,,9286.11,799766.83,,815501.95
20250522,17,1759,1416.4,,,,20283.0,,,21699.4,,21699.4
20250504,11,11560,43239.14,92.0,,,17511.01,,7370.03,35346855.69,,35354225.72
20250528,20,11320,99305.41,,,,17972.25,,54352.23,317776.25,,372128.48
20250506,5,6080,116.0,,,,7012.42,,703.64,24130.07,,24833.71
20250527,20,7290,3374.36,,,,,,,3374.36,,3374.36
20250507,14,1408,801.07,,,,6536.5,,,7337.57,,7337.57
